Salutation,First Name,Last Name,Company,Title,Email,Phone,Mobile,Fax,Website,Lead Source,Industry,Lead Status,Rating,No. of Employees,Annual Revenue,Street,City,State/Province,Zip/Postal Code,Country,Product Interest,Current Generator(s),SIC Code,Primary,Number of Locations,Description
Ms.,Thomas,Fournier,Fournier Technologies SARL,Sales Director,thomas.fournier@fourniertechnologies.com,,,+546 480895594,https://www.fourniertechnologies.com,,Construction,Closed - Converted,,,,,Toulouse,,,France,GC1000 series,,,,1,
Mrs.,Juan,Rodriguez,JRodriguez Innovations S.A.,,juan.rodriguez@jrodriguezinnovations.com,+594 629289438,+531 560065117,,https://www.jrodriguezinnovations.com,,Environmental,Open - Not Contacted,,,,,Bilbao,,48001,Spain,,,,No,,Referred by an existing customer.
Mr.,Elias,Lindgren,Lindgren Holdings AB,CFO,elias.lindgren@lindgrenholdings.com,+782 630468290,,,https://www.lindgrenholdings.com,,Banking,Open - Not Contacted,Hot,,,80 Market Street,Malmo,,211 19,Sweden,,GC500 series,,Yes,,Expressed interest during cold call.
Ms.,Mathieu,Michel,Michel Energy SA,IT Director,mathieu.michel@michelenergy.com,+100 234774457,,,,Web,Retail,Open - Not Contacted,,,,,Paris,,75001,France,GC5000 series,,,,,
Dr.,Anna,Giordano,AGiordano Power S.p.A.,,anna.giordano@agiordanopower.com,+833 694685039,,+682 345075212,,,Food & Beverage,Open - Not Contacted,,,120000,,,,00100,Italy,,,,No,10,Looking to replace aging equipment fleet.
Dr.,Pierre,Dubois,PDubois Services SA,Purchasing Manager,pierre.dubois@pduboisservices.com,,+943 124335019,,,Other,Consulting,Open - Not Contacted,,,,115 Park Lane,Rennes,,35000,France,,,6323,,2,Downloaded product catalog from website.
Dr.,Aurelie,David,ADavid Consulting SAS,Head of Procurement,aurelie.david@adavidconsulting.com,,,,,,Education,Open - Not Contacted,Cold,,,,Nantes,,,France,,,,Yes,20,
Mr.,Alexandre,Simon,ASimon Innovations SARL,,alexandre.simon@asimoninnovations.com,+693 816844604,,,,Phone Inquiry,Biotechnology,Open - Not Contacted,,500,500000,,Grenoble,,38000,France,,None,,,,"Existing customer, expansion opportunity."
Prof.,Mohamed,Fassi,MFassi Enterprises SARL,Owner,mohamed.fassi@mfassienterprises.com,+33 953898593,,,,Web,,Open - Not Contacted,,,,,Casablanca,,20000,Morocco,GC1000 series,,,No,,
,Aurelie,Martin,Martin Holdings SA,,aurelie.martin@martinholdings.com,+6 636401764,,,https://www.martinholdings.com,Web,Banking,Open - Not Contacted,,1000,,,,,59000,France,GC1020 series,,,,,
Mrs.,Sophie,Dubois,SDubois Services SARL,,sophie.dubois@sduboisservices.com,+284 368017032,+907 268635431,,,Phone Inquiry,,Open - Not Contacted,,,,,Montpellier,,34000,France,,,,,2,
Mr.,Isla,Lewis,ILewis Consulting Ltd.,President,,+987 540372869,,,,Partner Referral,Construction,Open - Not Contacted,Warm,12,,,Glasgow,,G1 1AA,United Kingdom,,,,,,
Dr.,Valerie,Laurent,VLaurent Technologies SARL,Operations Manager,,+79 169256708,,,https://www.vlaurenttechnologies.com,Phone Inquiry,Communications,Working - Contacted,Hot,12,,132 Avenue Foch,,,67000,France,GC1000 series,,,Yes,2,
,Mathieu,Laurent,MLaurent Solutions SARL,Facilities Manager,,,+490 995892945,,,,Biotechnology,Open - Not Contacted,Warm,,5000000,,Grenoble,,,France,GC1020 series,,,Yes,,
Ms.,Celine,Garcia,CGarcia Energy SAS,CEO,celine.garcia@cgarciaenergy.com,,,,https://www.cgarciaenergy.com,Other,Entertainment,Open - Not Contacted,,,,4 High Street,Toulouse,,31000,France,,GC800 series,,No,,
,Celine,Martin,CMartin Services SARL,Owner,celine.martin@cmartinservices.com,+731 787851729,+38 814714118,,,Partner Referral,Electronics,Open - Not Contacted,,,,105 Market Street,Lille,,59000,France,,,,No,,
,Thomas,Robert,TRobert Services SA,COO,,,,,,Partner Referral,Transportation,Open - Not Contacted,,,,108 Hauptstrasse,Strasbourg,,67000,France,GC1000 series,,,,,
,Alexandre,Laurent,ALaurent Group SARL,COO,,,,,,Phone Inquiry,Not For Profit,Open - Not Contacted,,,,68 Via Roma,Bordeaux,,33000,France,,,,No,,
,Nathalie,Girard,NGirard Solutions SA,,nathalie.girard@ngirardsolutions.com,+696 433671297,+343 641583718,,https://www.ngirardsolutions.com,Other,,Open - Not Contacted,,,,232 Park Lane,Grenoble,,38000,France,,,,,,
Dr.,Alexandre,Girard,Girard Power SA,,alexandre.girard@girardpower.com,,,,https://www.girardpower.com,Purchased List,,Open - Not Contacted,,12,,,Dijon,,21000,France,,Other Corp X100,,No,,
,Giuseppe,Gallo,GGallo Dynamics S.r.l.,Plant Manager,giuseppe.gallo@ggallodynamics.com,+703 782155988,+602 186178952,,,Partner Referral,,Open - Not Contacted,,,,101 Rue Victor Hugo,Turin,,10121,Italy,GC1020 series,,,Yes,20,Follow up after product demo webinar.
,Jean,Laurent,Laurent Partners SAS,,jean.laurent@laurentpartners.com,+994 460972517,,,,,,Open - Not Contacted,,80,,205 Innovation Drive,Toulouse,,31000,France,,,,No,2,
Dr.,Abdelkader,Ferhat,Ferhat Holdings SPA,,abdelkader.ferhat@ferhatholdings.com,+893 186994349,+390 473098568,,https://www.ferhatholdings.com,Purchased List,Technology,Open - Not Contacted,,120,,73 Innovation Drive,Constantine,,25000,Algeria,,,,,,Referred by an existing customer.
Prof.,,Thomas,Thomas Corp Inc.,VP Sales,,+809 755617282,,,,Partner Referral,,Open - Not Contacted,,,10000000,196 Boulevard Central,Philadelphia,,,United States,,,,,,
Prof.,Levi,Van Dijk,LVan Dijk Enterprises N.V.,IT Director,levi.vandijk@lvandijkenterprises.com,+448 194408740,,,,Web,,Open - Not Contacted,,500,,168 Industrial Ave,The Hague,,2511,Netherlands,GC1020 series,,,Yes,,
,Sophie,Dubois,Dubois Holdings SAS,CTO,sophie.dubois@duboisholdings.com,,,+691 411162685,https://www.duboisholdings.com,Phone Inquiry,Shipping,Closed - Not Converted,,,,,Rennes,,35000,France,GC1000 series,,,Yes,,
Mrs.,,Thomas,Thomas Technologies SAS,Operations Manager,contact@thomastechnologies.com,+366 759873371,+807 232287003,,,,Apparel,Open - Not Contacted,Warm,25,,,Strasbourg,,67000,France,,,,Yes,,
Dr.,Michel,Girard,Girard Power SAS,VP Sales,michel.girard@girardpower.com,+399 290535981,+439 820502180,,https://www.girardpower.com,Web,,Open - Not Contacted,,,5000000,,Toulouse,,31000,France,GC1020 series,,,Yes,,
,John,Wilson,JWilson Innovations Corp.,Head of Procurement,john.wilson@jwilsoninnovations.com,+990 633068427,,,,,Construction,Open - Not Contacted,,,1000000,200 Market Street,Philadelphia,,19101,United States,GC3000 series,,,,1,Follow up after product demo webinar.
Dr.,Lily,Watson,LWatson Dynamics Ltd.,,lily.watson@lwatsondynamics.com,+229 854556611,,,,Purchased List,Finance,Open - Not Contacted,,,,96 Main Street,Glasgow,,G1 1AA,United Kingdom,GC1020 series,Competitor Y200,,No,2,
,Sophie,Bertrand,Bertrand Systems SA,Sales Director,sophie.bertrand@bertrandsystems.com,,+261 638583750,,https://www.bertrandsystems.com,Phone Inquiry,Education,Closed - Not Converted,,,,89 Via Roma,,,13001,France,,,3496,No,,
,Isabelle,Lefebvre,Lefebvre Industries SARL,CEO,isabelle.lefebvre@lefebvreindustries.com,,,,,Purchased List,Machinery,Open - Not Contacted,,1000,,91 Hauptstrasse,Strasbourg,,,France,GC1000 series,GC1000 series (old model),,No,1,
Mr.,Anna,Michaux,Michaux Partners SPRL,,anna.michaux@michauxpartners.com,,+601 435894291,,,Other,,Open - Not Contacted,,,250000,108 Boulevard Central,Brussels,,,Belgium,,,,No,,
,Alioune,Kane,AKane Corp SARL,Head of Procurement,,+853 214680066,+751 171343415,,https://www.akanecorp.com,Partner Referral,,Open - Not Contacted,,,,,Thies,,,Senegal,GC1020 series,,,Yes,10,
Mrs.,Sophie,Martin,Martin Energy SAS,Sales Director,sophie.martin@martinenergy.com,+383 883659261,+61 633847686,,https://www.martinenergy.com,Web,,Open - Not Contacted,,80,1000000,29 Commerce Blvd,Lille,,59000,France,,,,Yes,,Referred by an existing customer.
,Aurelie,Robert,ARobert Solutions SA,VP Marketing,aurelie.robert@arobertsolutions.com,,+527 683012855,,,Web,,Open - Not Contacted,,120,2500000,,Lyon,,69001,France,,,,No,1,
Dr.,Anis,Bouazizi,ABouazizi Group SARL,CTO,anis.bouazizi@abouazizigroup.com,,+781 242447383,,https://www.abouazizigroup.com,,Banking,Open - Not Contacted,,,500000,4 High Street,Sousse,,,Tunisia,,,,,,Looking to replace aging equipment fleet.
Mr.,Sofia,Gutierrez,SGutierrez Partners S.C.,Owner,sofia.gutierrez@sgutierrezpartners.com,,+581 242376774,,https://www.sgutierrezpartners.com,Other,,Open - Not Contacted,,,10000000,246 Rue de la Paix,Monterrey,,64000,Mexico,,GC800 series,,,,
Dr.,Alexandre,Laurent,Laurent Consulting SAS,,alexandre.laurent@laurentconsulting.com,+858 993121196,+400 270749118,,https://www.laurentconsulting.com,,Electronics,Open - Not Contacted,,,,23 Church Road,Nantes,,44000,France,GC1020 series,Competitor Y200,,,,Referred by an existing customer.
Prof.,Meryem,Amrani,Amrani Systems SA,VP Marketing,meryem.amrani@amranisystems.com,,,,,Other,,Open - Not Contacted,,,1000000,,Marrakech,,40000,Morocco,,,,Yes,,
,Isabelle,Martin,Martin Systems SA,Buyer,isabelle.martin@martinsystems.com,,,,https://www.martinsystems.com,,Healthcare,Open - Not Contacted,,,1000000,,Dijon,,,France,GC5000 series,,,No,,
Mr.,Nancy,Jones,NJones Innovations Inc.,Sales Director,nancy.jones@njonesinnovations.com,,+468 167418250,,,Partner Referral,Healthcare,Open - Not Contacted,,120,,161 Commerce Blvd,Chicago,,60601,United States,GC1000 series,None,4705,No,5,
,Mathieu,Bertrand,MBertrand Partners SA,CEO,,+404 261603147,,,https://www.mbertrandpartners.com,Other,Communications,Open - Not Contacted,,,,117 Business Park Way,,,49000,France,,,,No,1,
,Valerie,David,VDavid International SARL,,,+518 974822857,,+173 125768498,,Other,,Open - Not Contacted,,,,175 High Street,Lyon,,69001,France,GC3000 series,,,No,1,
,Celine,Martin,CMartin Global SAS,,celine.martin@cmartinglobal.com,,+238 546493377,,,Purchased List,,Open - Not Contacted,,12,,,Dijon,,21000,France,,,,Yes,3,
Dr.,,Simon,Simon Systems SA,,contact@simonsystems.com,+526 980646239,+989 337518599,,,Web,Hospitality,Open - Not Contacted,,12,,,Toulouse,,31000,France,GC1020 series,,,No,,
Ms.,Nico,Steiner,Steiner Systems AG,CFO,nico.steiner@steinersystems.com,+451 615631183,,,,,,Open - Not Contacted,,,,,Zurich,,8001,Switzerland,GC1000 series,,,No,10,
Mr.,Jakub,Grabowski,Grabowski Partners Sp. z o.o.,Facilities Manager,jakub.grabowski@grabowskipartners.com,,,+918 671275566,https://www.grabowskipartners.com,,,Open - Not Contacted,,,,189 Zone Industrielle,Warsaw,,00-001,Poland,GC5000 series,,,,,
Ms.,Modou,Sarr,MSarr Technologies SARL,CFO,modou.sarr@msarrtechnologies.com,+236 310283548,+709 961799965,,https://www.msarrtechnologies.com,Web,Utilities,Working - Contacted,,12,,204 Rue Victor Hugo,Dakar,,,Senegal,GC3000 series,,,,1,
,Mathieu,Michel,MMichel Global SA,Managing Director,mathieu.michel@mmichelglobal.com,,,,,,,Open - Not Contacted,,,10000000,133 Station Road,,,38000,France,GC1020 series,,5230,,,
Mrs.,Isabelle,Martin,IMartin Services SA,,isabelle.martin@imartinservices.com,+136 396750195,+872 522624199,,,,,Open - Not Contacted,,,500000,231 Rue de la Paix,Strasbourg,,67000,France,,,,No,1,Looking to replace aging equipment fleet.
Mr.,Andrea,Bruno,Bruno Consulting S.p.A.,VP Sales,andrea.bruno@brunoconsulting.com,,+959 450946121,,https://www.brunoconsulting.com,Phone Inquiry,,Open - Not Contacted,,,250000,,Milan,,20121,Italy,GC1020 series,,,Yes,,Referred by an existing customer.
,Nathalie,Robert,Robert Energy SAS,Buyer,nathalie.robert@robertenergy.com,+404 947815498,,,,Phone Inquiry,Entertainment,Open - Not Contacted,,,,23 Avenue Foch,Lyon,,69001,France,,,,,,
Mr.,Claire,Simon,Simon Innovations SARL,Owner,claire.simon@simoninnovations.com,,,,https://www.simoninnovations.com,Partner Referral,Insurance,Open - Not Contacted,Cold,,,,Montpellier,,34000,France,GC1020 series,,,No,1,
Dr.,Celine,Robert,Robert Dynamics SAS,,celine.robert@robertdynamics.com,,,,https://www.robertdynamics.com,,,Open - Not Contacted,,,,221 Church Road,Reims,,51100,France,,,,No,,
Mr.,Aminata,Diop,ADiop Power SARL,Plant Manager,,,,,https://www.adioppower.com,,Engineering,Open - Not Contacted,Hot,,10000000,,Dakar,,10000,Senegal,GC1020 series,,,No,,
,Pierre,Dubois,PDubois Innovations SAS,,,,,,,Purchased List,Other,Open - Not Contacted,,,,,Marseille,,,France,GC1000 series,,,No,1,
,,Dubois,Dubois Solutions SA,VP Marketing,contact@duboissolutions.com,+54 617850353,,,https://www.duboissolutions.com,,,Open - Not Contacted,,,10000000,,Reims,,,France,GC5000 series,,6894,,20,
,Laurent,Dubois,Dubois Power SAS,Procurement Director,laurent.dubois@duboispower.com,+817 713216660,,,https://www.duboispower.com,,,Working - Contacted,Hot,,,,Reims,,51100,France,,,,,,
Dr.,Michel,Martin,MMartin Services SARL,Supply Chain Manager,michel.martin@mmartinservices.com,+539 667165857,,,,,Biotechnology,Open - Not Contacted,,,,116 Station Road,,,,France,GC3000 series,,,Yes,,
Dr.,Antoine,Bernard,Bernard Technologies SARL,VP Marketing,antoine.bernard@bernardtechnologies.com,+577 266634012,+241 126173422,,https://www.bernardtechnologies.com,Web,Recreation,Open - Not Contacted,,,5000000,175 Rue de la Paix,Toulouse,,31000,France,GC1020 series,GC1000 series (old model),,No,10,
,Harry,Evans,HEvans Holdings PLC,,harry.evans@hevansholdings.com,+319 964141437,+872 986325904,+198 417734634,https://www.hevansholdings.com,Partner Referral,,Open - Not Contacted,,,,,Manchester,,M1 1AE,United Kingdom,GC1020 series,,,No,,
,Freya,Williams,Williams Services PLC,President,,,+957 377856130,,,,Other,Open - Not Contacted,Warm,50,,61 Rue Victor Hugo,Bristol,,,United Kingdom,GC1020 series,,9148,,10,
,Alexandre,Durand,Durand Partners SARL,CEO,alexandre.durand@durandpartners.com,+12 823752049,+412 417081068,,https://www.durandpartners.com,Web,,Open - Not Contacted,Cold,,,,,,,France,GC5000 series,,,No,10,
Mrs.,,Laurent,Laurent Consulting SAS,,contact@laurentconsulting.com,+27 491669221,,,https://www.laurentconsulting.com,Web,,Open - Not Contacted,,,5000000,,Bordeaux,,33000,France,GC1020 series,,,No,,
Dr.,Louise,Jacobs,LJacobs Solutions SPRL,CEO,louise.jacobs@ljacobssolutions.com,,+255 245924244,,,Web,,Open - Not Contacted,,,,123 Zone Industrielle,,,,Belgium,GC1020 series,GC500 series,,Yes,1,Looking to replace aging equipment fleet.
,Maja,Pawlowski,Pawlowski International Sp. z o.o.,President,,+397 731770432,+84 425906873,,https://www.pawlowskiinternational.com,Purchased List,,Open - Not Contacted,,,,193 Avenue Foch,Krakow,,,Poland,,Competitor Y200,,Yes,,
Ms.,Camille,Bertrand,CBertrand Energy SA,Sales Director,,+489 610468741,,,https://www.cbertrandenergy.com,Phone Inquiry,,Open - Not Contacted,Hot,,,33 Bahnhofstrasse,Toulouse,,,France,GC3000 series,,,Yes,,
Dr.,Marie,Bernard,Bernard Logistics SA,,marie.bernard@bernardlogistics.com,,,,https://www.bernardlogistics.com,,,Open - Not Contacted,Hot,80,,110 Rua Augusta,Reims,,51100,France,GC3000 series,GC1000 series (old model),,,,
Mrs.,Miguel,Jimenez,MJimenez Logistics S.A.,,,+190 291074604,+690 268223505,,https://www.mjimenezlogistics.com,Phone Inquiry,,Open - Not Contacted,,,,,Bilbao,,,Spain,,,,,,Referred by an existing customer.
Mr.,Paula,Gutierrez,PGutierrez Enterprises S.A.,IT Director,paula.gutierrez@pgutierrezenterprises.com,,,,,Other,,Open - Not Contacted,,,1000000,,Barcelona,,08001,Spain,,,,No,1,
Prof.,,Boumediene,YBoumediene Innovations SPA,,contact@yboumedieneinnovations.com,+860 670503600,,,https://www.yboumedieneinnovations.com,Purchased List,Entertainment,Open - Not Contacted,,120,,204 Bahnhofstrasse,Oran,,,Algeria,GC5000 series,,,,,
Prof.,Nicolas,Girard,Girard Group SAS,CEO,nicolas.girard@girardgroup.com,,,,,,Finance,Open - Not Contacted,Warm,,,207 Boulevard Central,,,38000,France,GC5000 series,,,,,
,Valerie,Vincent,Vincent Partners SA,Supply Chain Manager,valerie.vincent@vincentpartners.com,,+25 552832536,,https://www.vincentpartners.com,,,Open - Not Contacted,Warm,5,500000,195 Business Park Way,Nice,,06000,France,,,,Yes,,
,Sophie,Laurent,Laurent Services SA,General Manager,sophie.laurent@laurentservices.com,+994 346285546,,,https://www.laurentservices.com,Web,Education,Open - Not Contacted,Cold,1000,,207 Hauptstrasse,Dijon,,21000,France,,,,No,,
,Susan,Williams,SWilliams Innovations Corp.,President,susan.williams@swilliamsinnovations.com,+162 358518659,,,https://www.swilliamsinnovations.com,Purchased List,Not For Profit,Open - Not Contacted,,,,102 Calle Mayor,Los Angeles,,,United States,GC3000 series,,,,,
Prof.,Qiang,Zhu,"QZhu Logistics Co., Ltd.",,,,,,https://www.qzhulogistics.com,,,Open - Not Contacted,Cold,1000,,188 Innovation Drive,,,200000,China,,,,Yes,,
Mrs.,Sandrine,Petit,SPetit Consulting SARL,VP Sales,sandrine.petit@spetitconsulting.com,+130 947683552,,,https://www.spetitconsulting.com,,,Open - Not Contacted,,,,,Lille,,59000,France,,,,,,
Mr.,Nathalie,Thomas,Thomas Corp SA,,,,,,,Web,,Open - Not Contacted,,,5000000,239 Bahnhofstrasse,Lyon,,69001,France,,,,,20,
,Nathalie,Martin,NMartin Partners SARL,General Manager,,,,,https://www.nmartinpartners.com,Partner Referral,Other,Open - Not Contacted,,80,,138 Park Lane,Dijon,,21000,France,,,,,,
,Thiago,Barbosa,TBarbosa Partners S.A.,CFO,,,,,https://www.tbarbosapartners.com,Phone Inquiry,Not For Profit,Closed - Converted,,12,,25 Hauptstrasse,Belo Horizonte,,30000-000,Brazil,GC3000 series,,,Yes,3,
Mr.,Laurent,Durand,Durand Power SA,IT Director,laurent.durand@durandpower.com,+602 371663283,+634 579198531,+807 461074556,,,Media,Open - Not Contacted,Cold,50,,228 Via Roma,,,,France,,,,,3,Requested a quote via website contact form.
Dr.,Lea,Mertens,Mertens Dynamics SPRL,,lea.mertens@mertensdynamics.com,+160 196228754,+770 377551168,,https://www.mertensdynamics.com,Purchased List,,Open - Not Contacted,,,,,Liege,,4000,Belgium,GC5000 series,,,No,1,
Mr.,Ines,Costa,ICosta Consulting S.A.,,,,,,,Other,,Open - Not Contacted,,,,188 Station Road,Porto,,4000-001,Portugal,,,,,,
Prof.,Aurelie,Durand,Durand Consulting SA,CEO,aurelie.durand@durandconsulting.com,+596 627434323,,,,,Education,Open - Not Contacted,,25,,,Nantes,,,France,GC1020 series,Competitor Y200,,Yes,20,
Mrs.,Celine,Martin,CMartin Innovations SAS,General Manager,celine.martin@cmartininnovations.com,+778 535041333,,,,Purchased List,,Open - Not Contacted,,,5000000,187 Avenue Foch,Paris,,75001,France,GC1020 series,,,,5,Expressed interest during cold call.
Dr.,Giovanni,Rizzo,GRizzo International S.r.l.,,giovanni.rizzo@grizzointernational.com,+50 737076822,,,https://www.grizzointernational.com,Purchased List,Agriculture,Open - Not Contacted,,,120000,43 Avenue Foch,Florence,,50121,Italy,GC5000 series,,,No,2,Downloaded product catalog from website.
Prof.,Olivia,Mertens,Mertens Global SA,,olivia.mertens@mertensglobal.com,,+225 871174364,,https://www.mertensglobal.com,,,Open - Not Contacted,Warm,12,,213 Church Road,Bruges,,,Belgium,GC3000 series,In-house legacy unit,,,,
Dr.,Laurent,Thomas,LThomas Logistics SA,,laurent.thomas@lthomaslogistics.com,+230 646433865,+676 565139902,,,Other,Construction,Open - Not Contacted,,2500,,156 Boulevard Central,Reims,,51100,France,GC5000 series,,,Yes,,Follow up after product demo webinar.
Prof.,Nicolas,Bertrand,NBertrand Holdings SARL,VP Sales,nicolas.bertrand@nbertrandholdings.com,+7 612437182,,,https://www.nbertrandholdings.com,Purchased List,Entertainment,Open - Not Contacted,,120,,42 High Street,Grenoble,,,France,,,,No,,
,Olivia,De Smet,ODe Smet Corp SA,,olivia.desmet@odesmetcorp.com,+144 668245146,+905 424853291,,https://www.odesmetcorp.com,Partner Referral,,Open - Not Contacted,,,,126 Boulevard Central,Ghent,,9000,Belgium,GC1020 series,,,,,Requested a quote via website contact form.
Dr.,Valerie,Moreau,VMoreau Services SARL,,valerie.moreau@vmoreauservices.com,+236 155635936,+490 898594090,,,,Telecommunications,Open - Not Contacted,Warm,,2500000,70 Boulevard Central,Rennes,,35000,France,GC5000 series,,,No,,
Prof.,Pierre,Lefebvre,PLefebvre Industries SA,,,+213 581697108,+229 235829274,,https://www.plefebvreindustries.com,Purchased List,,Open - Not Contacted,,2500,,,Dijon,,21000,France,GC5000 series,,,,,
Dr.,,Klein,Klein Group AG,,contact@kleingroup.com,+23 479742280,,,https://www.kleingroup.com,Partner Referral,Telecommunications,Open - Not Contacted,,80,1000000,249 Commerce Blvd,Cologne,,50667,Germany,GC1020 series,,,No,1,
Dr.,Lara,Schmid,LSchmid Technologies AG,,lara.schmid@lschmidtechnologies.com,,,,,Other,,Open - Not Contacted,Warm,,250000,,Bern,,3011,Switzerland,,,,Yes,,
